source_dataset,fold,split_type,task_id,impl_index,char_lev_raw,char_lev_norm,token_lev_raw,token_lev_norm,ast_changed_nodes,ast_norm_ratio,codebert_cosine,unixcoder_cosine
phase2/s1_baseline,0,validate,BigCodeBench/175,1,63,0.0804597701149425,4,0.0256410256410256,3,0.0087463556851311,0.9983839988708496,0.9943954944610596
phase2/s1_baseline,0,validate,BigCodeBench/189,1,20,0.0711743772241993,3,0.0638297872340425,3,0.02803738317757,0.998451828956604,0.9652491807937622
phase2/s1_baseline,0,validate,BigCodeBench/200,1,49,0.1218905472636815,5,0.0561797752808988,3,0.0136986301369863,0.9984229803085328,0.9511255621910096
phase2/s1_baseline,0,validate,BigCodeBench/207,1,65,0.5078125,14,0.5,14,0.2692307692307692,0.9854094386100768,0.7184172868728638
phase2/s1_baseline,0,validate,BigCodeBench/218,1,227,0.29328165374677,10,0.087719298245614,2,0.0077519379844961,0.9942847490310668,0.9617549777030944
phase2/s1_baseline,0,validate,BigCodeBench/221,1,162,0.2709030100334448,2,0.02,3,0.0133333333333333,0.9919936060905457,0.9389661550521852
phase2/s1_baseline,0,validate,BigCodeBench/229,1,19,0.03125,1,0.0081967213114754,3,0.0116731517509727,0.999564290046692,0.978554666042328
phase2/s1_baseline,0,validate,BigCodeBench/234,1,17,0.0286195286195286,4,0.0256410256410256,3,0.0086455331412103,0.998859167098999,0.9738457798957824
phase2/s1_baseline,0,validate,BigCodeBench/243,1,10,0.0416666666666666,3,0.0508474576271186,2,0.0161290322580645,0.996207356452942,0.9846142530441284
phase2/s1_baseline,0,validate,BigCodeBench/252,1,11,0.0541871921182266,1,0.0196078431372549,2,0.0169491525423728,0.997803509235382,0.9879816770553588
phase2/s1_baseline,0,validate,BigCodeBench/265,1,155,0.3506787330316742,1,0.0147058823529411,3,0.0198675496688741,0.9912081360816956,0.8854759931564331
phase2/s1_baseline,0,validate,BigCodeBench/266,1,9,0.0178926441351888,1,0.0083333333333333,2,0.0074074074074074,0.999660313129425,0.9743012189865112
phase2/s1_baseline,0,validate,BigCodeBench/267,1,180,0.3092783505154639,3,0.0260869565217391,3,0.0113207547169811,0.9944109916687012,0.9730709791183472
phase2/s1_baseline,0,validate,BigCodeBench/268,1,8,0.0473372781065088,4,0.0769230769230769,3,0.0252100840336134,0.9977182149887084,0.979242205619812
phase2/s1_baseline,0,validate,BigCodeBench/274,1,18,0.0118811881188118,3,0.0127118644067796,2,0.0038022813688212,0.9996500611305236,0.9909666776657104
phase2/s1_baseline,0,validate,BigCodeBench/275,1,14,0.0828402366863905,2,0.0571428571428571,3,0.0352941176470588,0.9987684488296508,0.98170268535614
phase2/s1_baseline,0,validate,BigCodeBench/276,1,18,0.0411899313501144,3,0.0238095238095238,2,0.0072463768115942,0.9983177185058594,0.9950599074363708
phase2/s1_baseline,0,validate,BigCodeBench/281,1,16,0.0411311053984575,2,0.0263157894736842,2,0.0114942528735632,0.9982348680496216,0.967849850654602
phase2/s1_baseline,0,validate,BigCodeBench/285,1,11,0.0365448504983388,4,0.0526315789473684,3,0.0169491525423728,0.9984993934631348,0.9814871549606324
phase2/s1_baseline,0,validate,BigCodeBench/287,1,12,0.0248962655601659,2,0.02,3,0.013215859030837,0.9992636442184448,0.9730068445205688
phase2/s1_baseline,0,validate,BigCodeBench/288,1,14,0.0348258706467661,1,0.0131578947368421,2,0.0114942528735632,0.998904287815094,0.9921796321868896
phase2/s1_baseline,0,validate,BigCodeBench/300,1,24,0.0625,3,0.0252100840336134,3,0.0111524163568773,0.997572422027588,0.9753823280334472
phase2/s1_baseline,0,validate,BigCodeBench/341,1,172,0.2372413793103448,4,0.024390243902439,2,0.0060240963855421,0.9972302913665771,0.9722679853439332
phase2/s1_baseline,0,validate,BigCodeBench/373,1,18,0.0433734939759036,5,0.048076923076923,2,0.0084745762711864,0.9979161024093628,0.9694889783859252
phase2/s1_baseline,0,validate,BigCodeBench/381,1,196,0.2300469483568075,3,0.0223880597014925,3,0.0099009900990099,0.9936394095420836,0.970479428768158
phase2/s1_baseline,0,validate,BigCodeBench/411,1,142,0.4176470588235294,5,0.0961538461538461,2,0.0172413793103448,0.9941489696502686,0.9521571397781372
phase2/s1_baseline,0,validate,BigCodeBench/427,1,108,0.1852487135506003,11,0.088,3,0.0105263157894736,0.9951171875,0.9774587154388428
phase2/s1_baseline,0,validate,BigCodeBench/429,1,150,0.2717391304347826,6,0.055045871559633,2,0.0081967213114754,0.9917033314704896,0.9564602971076964
